row,prediction
0,-0.16078735888004303
1,-0.46551454067230225
2,-0.0998418927192688
3,-0.5874055624008179
4,0.4486672878265381
5,0.02204902470111847
6,-0.038896456360816956
7,0.0829944759607315
8,-0.22173281013965607
9,0.14393994212150574
10,-0.0998418927192688
